Date,Close
2000-07-29,131.32
2000-07-30,142.71
2000-07-31,139.17
2000-08-01,133.22
2000-08-02,113.98
2000-08-03,135.56
2000-08-04,105.02
2000-08-05,115.83
2000-08-06,110.95
2000-08-07,122.39
2000-08-08,167.14
2000-08-09,83.6
2000-08-10,134.77
2000-08-11,88.88
2000-08-12,111.79
2000-08-13,143.1
2000-08-14,122.71
2000-08-15,99.96
2000-08-16,107.3
2000-08-17,135.3
2000-08-18,107.19
2000-08-19,126.22
2000-08-20,122.9
2000-08-21,109.05
2000-08-22,165.06
2000-08-23,134.95
2000-08-24,81.86
2000-08-25,126.19
2000-08-26,109.32
2000-08-27,139.7
2000-08-28,106.9
2000-08-29,120.55
2000-08-30,133.04
2000-08-31,140.35
2000-09-01,99.12
2000-09-02,116.53
2000-09-03,113.82
2000-09-04,110.34
2000-09-05,158.81
2000-09-06,131.7
2000-09-07,98.48
2000-09-08,142.15
2000-09-09,166.33
2000-09-10,144.63
2000-09-11,93.69
2000-09-12,114.48
2000-09-13,149.6
2000-09-14,110.2
2000-09-15,133.33
2000-09-16,140.04
2000-09-17,106.1
2000-09-18,123.55
2000-09-19,60.01
2000-09-20,104.44
2000-09-21,119.97
2000-09-22,100.16
2000-09-23,157.86
2000-09-24,96.7
2000-09-25,116.6
2000-09-26,128.11
2000-09-27,154.42
2000-09-28,96.97
2000-09-29,149.04
2000-09-30,126.08
2000-10-01,106.34
2000-10-02,135.31
2000-10-03,130.14
2000-10-04,114.25
2000-10-05,127.74
2000-10-06,118.74
2000-10-07,128.81
2000-10-08,139.87
2000-10-09,158.45
2000-10-10,102.07
2000-10-11,169.58
2000-10-12,87.97
2000-10-13,124.07
2000-10-14,138.97
2000-10-15,132.92
2000-10-16,114.94
2000-10-17,123.32
2000-10-18,117.72
2000-10-19,115.89
2000-10-20,144.76
2000-10-21,135.0
2000-10-22,114.1
2000-10-23,146.05
2000-10-24,134.29
2000-10-25,144.5
2000-10-26,140.93
2000-10-27,111.85
2000-10-28,117.32
2000-10-29,143.57
2000-10-30,140.92
2000-10-31,128.39
2000-11-01,131.25
2000-11-02,154.55
2000-11-03,117.27
2000-11-04,140.13
2000-11-05,125.24
2000-11-06,125.03
2000-11-07,151.45
2000-11-08,146.08
2000-11-09,145.94
2000-11-10,155.87
2000-11-11,130.27
2000-11-12,143.59
2000-11-13,123.84
2000-11-14,136.62
2000-11-15,127.63
2000-11-16,132.27
2000-11-17,142.33
2000-11-18,114.15
2000-11-19,172.46
2000-11-20,110.59
2000-11-21,106.52
2000-11-22,154.06
2000-11-23,146.83
2000-11-24,143.57
2000-11-25,143.75
2000-11-26,131.03
2000-11-27,113.43
2000-11-28,132.98
2000-11-29,118.02
2000-11-30,151.16
2000-12-01,128.81
2000-12-02,115.34
2000-12-03,125.51
2000-12-04,140.29
2000-12-05,120.85
2000-12-06,115.78
2000-12-07,137.19
2000-12-08,137.31
2000-12-09,122.37
2000-12-10,123.18
2000-12-11,137.34
2000-12-12,103.83
2000-12-13,104.74
2000-12-14,118.61
2000-12-15,128.81
2000-12-16,139.39
2000-12-17,162.77
2000-12-18,150.51
2000-12-19,130.26
2000-12-20,133.17
2000-12-21,113.6
2000-12-22,133.37
2000-12-23,128.06
2000-12-24,140.38
2000-12-25,117.48
2000-12-26,144.51
2000-12-27,164.87
2000-12-28,132.13
2000-12-29,142.44
2000-12-30,148.3
2000-12-31,126.57
2001-01-01,139.17
2001-01-02,135.03
2001-01-03,136.83
2001-01-04,119.51
2001-01-05,135.56
2001-01-06,145.12
2001-01-07,164.28
2001-01-08,154.54
2001-01-09,178.51
2001-01-10,120.19
2001-01-11,153.08
2001-01-12,139.4
2001-01-13,179.62
2001-01-14,119.75
2001-01-15,119.22
2001-01-16,124.12
2001-01-17,93.73
2001-01-18,125.78
2001-01-19,121.21
2001-01-20,139.5
2001-01-21,143.42
2001-01-22,174.2
2001-01-23,155.78
2001-01-24,125.33
2001-01-25,118.99
2001-01-26,146.9
2001-01-27,110.75
2001-01-28,173.88
2001-01-29,160.93
2001-01-30,128.05
2001-01-31,103.27
2001-02-01,164.7
2001-02-02,135.43
2001-02-03,162.57
2001-02-04,106.02
2001-02-05,126.02
2001-02-06,138.21
2001-02-07,139.13
2001-02-08,129.29
2001-02-09,150.84
2001-02-10,117.13
2001-02-11,135.73
2001-02-12,141.07
2001-02-13,149.05
2001-02-14,153.09
2001-02-15,116.46
2001-02-16,108.37
2001-02-17,164.7
2001-02-18,145.88
2001-02-19,124.36
2001-02-20,170.45
2001-02-21,141.84
2001-02-22,163.2
2001-02-23,141.06
2001-02-24,181.02
2001-02-25,175.01
2001-02-26,135.02
2001-02-27,159.52
2001-02-28,153.09
2001-03-01,167.65
2001-03-02,121.08
2001-03-03,154.19
2001-03-04,161.73
2001-03-05,105.48
2001-03-06,117.09
2001-03-07,100.06
2001-03-08,135.56
2001-03-09,155.39
2001-03-10,171.18
2001-03-11,142.71
2001-03-12,173.89
2001-03-13,113.82
2001-03-14,107.44
2001-03-15,140.5
2001-03-16,149.38
2001-03-17,141.14
2001-03-18,100.54
2001-03-19,140.2
2001-03-20,115.99
2001-03-21,155.57
2001-03-22,149.6
2001-03-23,123.57
2001-03-24,132.18
2001-03-25,121.37
2001-03-26,141.4
2001-03-27,161.85
2001-03-28,123.12
2001-03-29,153.01
2001-03-30,132.42
2001-03-31,127.27
2001-04-01,141.08
2001-04-02,122.61
2001-04-03,132.33
2001-04-04,119.54
2001-04-05,182.89
2001-04-06,144.4
2001-04-07,129.79
2001-04-08,148.16
2001-04-09,141.73
2001-04-10,139.65
2001-04-11,156.45
2001-04-12,159.41
2001-04-13,133.75
2001-04-14,132.93
2001-04-15,139.04
2001-04-16,98.6
2001-04-17,114.43
2001-04-18,172.17
2001-04-19,177.82
2001-04-20,140.04
2001-04-21,156.64
2001-04-22,151.43
2001-04-23,206.88
2001-04-24,167.79
2001-04-25,142.93
2001-04-26,126.48
2001-04-27,113.55
2001-04-28,149.85
2001-04-29,130.74
2001-04-30,117.52
2001-05-01,133.13
2001-05-02,124.53
2001-05-03,179.99
2001-05-04,163.98
2001-05-05,146.28
2001-05-06,176.13
2001-05-07,148.18
2001-05-08,129.5
2001-05-09,177.28
2001-05-10,157.69
2001-05-11,126.26
2001-05-12,143.3
2001-05-13,129.69
2001-05-14,119.64
2001-05-15,165.91
2001-05-16,185.67
2001-05-17,119.61
2001-05-18,158.93
2001-05-19,134.75
2001-05-20,138.12
2001-05-21,136.11
2001-05-22,130.77
2001-05-23,149.12
2001-05-24,131.62
2001-05-25,153.75
2001-05-26,147.43
2001-05-27,143.75
2001-05-28,130.47
2001-05-29,137.18
2001-05-30,163.92
2001-05-31,158.92
2001-06-01,129.45
2001-06-02,151.08
2001-06-03,164.22
2001-06-04,115.9
2001-06-05,160.25
2001-06-06,136.22
2001-06-07,160.98
2001-06-08,134.4
2001-06-09,113.66
2001-06-10,117.3
2001-06-11,150.91
2001-06-12,155.24
2001-06-13,132.05
2001-06-14,163.0
2001-06-15,117.1
2001-06-16,149.1
2001-06-17,126.3
2001-06-18,137.57
2001-06-19,151.65
2001-06-20,133.59
2001-06-21,143.2
2001-06-22,171.12
2001-06-23,139.55
2001-06-24,167.89
2001-06-25,128.68
2001-06-26,161.97
2001-06-27,180.3
2001-06-28,102.13
2001-06-29,135.72
2001-06-30,163.29
2001-07-01,147.78
2001-07-02,159.36
2001-07-03,139.95
2001-07-04,153.86
2001-07-05,149.11
2001-07-06,175.67
2001-07-07,157.5
2001-07-08,159.26
2001-07-09,144.36
2001-07-10,142.94
2001-07-11,144.14
2001-07-12,160.77
2001-07-13,144.56
2001-07-14,158.87
2001-07-15,194.68
2001-07-16,170.69
2001-07-17,146.84
2001-07-18,177.48
2001-07-19,145.39
2001-07-20,112.88
2001-07-21,133.58
2001-07-22,116.42
2001-07-23,146.9
2001-07-24,154.39
2001-07-25,187.65
2001-07-26,160.75
2001-07-27,149.93
2001-07-28,170.99
2001-07-29,110.27
2001-07-30,159.3
2001-07-31,170.1
2001-08-01,125.21
2001-08-02,177.75
2001-08-03,161.74
2001-08-04,146.76
2001-08-05,167.82
2001-08-06,200.67
2001-08-07,158.99
2001-08-08,160.41
2001-08-09,146.35
2001-08-10,138.64
2001-08-11,172.34
2001-08-12,138.7
2001-08-13,157.35
2001-08-14,146.46
2001-08-15,165.69
2001-08-16,162.88
2001-08-17,177.05
2001-08-18,146.19
2001-08-19,151.09
2001-08-20,137.01
2001-08-21,147.79
2001-08-22,164.32
2001-08-23,172.01
2001-08-24,138.52
2001-08-25,174.45
2001-08-26,184.26
2001-08-27,165.51
2001-08-28,194.88
2001-08-29,141.96
2001-08-30,132.64
2001-08-31,122.05
2001-09-01,187.64
2001-09-02,170.9
2001-09-03,156.8
2001-09-04,163.6
2001-09-05,135.59
2001-09-06,207.11
2001-09-07,160.87
2001-09-08,160.57
2001-09-09,172.99
2001-09-10,168.19
2001-09-11,163.14
2001-09-12,142.95
2001-09-13,168.29
2001-09-14,196.59
2001-09-15,185.95
2001-09-16,191.0
2001-09-17,149.01
2001-09-18,139.54
2001-09-19,156.91
2001-09-20,160.63
2001-09-21,181.5
2001-09-22,125.86
2001-09-23,190.4
2001-09-24,156.74
2001-09-25,151.46
2001-09-26,139.85
2001-09-27,127.09
2001-09-28,176.74
2001-09-29,161.84
2001-09-30,134.67
2001-10-01,134.66
2001-10-02,153.94
2001-10-03,194.13
2001-10-04,155.65
2001-10-05,130.88
2001-10-06,156.12
2001-10-07,155.68
2001-10-08,107.29
2001-10-09,160.23
2001-10-10,156.8
2001-10-11,175.43
2001-10-12,198.58
2001-10-13,184.23
2001-10-14,156.42
2001-10-15,139.76
2001-10-16,213.45
2001-10-17,163.26
2001-10-18,162.45
2001-10-19,161.79
2001-10-20,166.32
2001-10-21,159.57
2001-10-22,151.08
2001-10-23,151.71
2001-10-24,162.09
2001-10-25,151.97
2001-10-26,148.67
2001-10-27,165.16
2001-10-28,158.02
2001-10-29,193.3
2001-10-30,110.29
2001-10-31,185.24
2001-11-01,188.42
2001-11-02,122.13
2001-11-03,156.84
2001-11-04,156.36
2001-11-05,135.73
2001-11-06,148.42
2001-11-07,141.86
2001-11-08,199.21
2001-11-09,182.97
2001-11-10,189.78
2001-11-11,178.88
2001-11-12,141.96
2001-11-13,154.15
2001-11-14,174.52
2001-11-15,140.38
2001-11-16,179.18
2001-11-17,160.21
2001-11-18,157.62
2001-11-19,179.43
2001-11-20,174.19
2001-11-21,158.18
2001-11-22,188.68
2001-11-23,143.96
2001-11-24,178.0
2001-11-25,177.64
2001-11-26,159.68
2001-11-27,172.49
2001-11-28,141.04
2001-11-29,184.63
2001-11-30,162.55
2001-12-01,155.89
2001-12-02,187.42
2001-12-03,152.45
2001-12-04,138.46
2001-12-05,135.59
2001-12-06,178.94
2001-12-07,141.3
2001-12-08,202.1
2001-12-09,125.46
2001-12-10,201.13
2001-12-11,171.51
2001-12-12,165.45
2001-12-13,156.58
2001-12-14,175.56
2001-12-15,166.92
2001-12-16,189.83
2001-12-17,170.14
2001-12-18,170.96
2001-12-19,160.78
2001-12-20,167.01
2001-12-21,174.4
2001-12-22,134.13
2001-12-23,141.47
2001-12-24,183.39
2001-12-25,172.04
2001-12-26,165.03
2001-12-27,169.18
2001-12-28,175.85
2001-12-29,158.2
2001-12-30,153.53
2001-12-31,173.1
2002-01-01,149.71
2002-01-02,177.54
2002-01-03,135.42
2002-01-04,190.15
2002-01-05,179.11
2002-01-06,174.88
2002-01-07,189.5
2002-01-08,203.25
2002-01-09,190.33
2002-01-10,133.32
2002-01-11,144.64
2002-01-12,157.83
2002-01-13,170.94
2002-01-14,180.87
2002-01-15,156.09
2002-01-16,174.44
2002-01-17,155.69
2002-01-18,158.66
2002-01-19,142.85
2002-01-20,152.62
2002-01-21,144.14
2002-01-22,151.75
2002-01-23,192.44
2002-01-24,152.47
2002-01-25,224.2
2002-01-26,181.52
2002-01-27,175.44
2002-01-28,154.67
2002-01-29,185.94
2002-01-30,160.52
2002-01-31,174.57
2002-02-01,223.42
2002-02-02,170.39
2002-02-03,195.39
2002-02-04,158.44
2002-02-05,171.9
2002-02-06,208.11
2002-02-07,160.25
2002-02-08,209.13
2002-02-09,187.13
2002-02-10,161.82
2002-02-11,185.82
2002-02-12,192.71
2002-02-13,185.79
2002-02-14,142.05
2002-02-15,159.0
2002-02-16,168.69
2002-02-17,172.25
2002-02-18,186.24
2002-02-19,177.48
2002-02-20,147.31
2002-02-21,181.72
2002-02-22,186.42
2002-02-23,185.5
2002-02-24,196.02
2002-02-25,191.17
2002-02-26,183.77
2002-02-27,173.28
2002-02-28,141.56
2002-03-01,183.47
2002-03-02,179.12
2002-03-03,180.49
2002-03-04,149.62
2002-03-05,153.63
2002-03-06,196.41
2002-03-07,174.65
2002-03-08,189.17
2002-03-09,176.2
2002-03-10,176.32
2002-03-11,194.59
2002-03-12,165.6
2002-03-13,177.93
2002-03-14,166.86
2002-03-15,167.51
2002-03-16,170.11
2002-03-17,180.83
2002-03-18,166.91
2002-03-19,201.69
2002-03-20,158.78
2002-03-21,173.03
2002-03-22,168.07
2002-03-23,205.9
2002-03-24,180.98
2002-03-25,197.79
2002-03-26,147.53
2002-03-27,182.68
2002-03-28,195.23
2002-03-29,179.17
2002-03-30,198.93
2002-03-31,167.37
2002-04-01,206.0
2002-04-02,223.88
2002-04-03,170.74
2002-04-04,169.19
2002-04-05,207.26
2002-04-06,209.88
2002-04-07,167.92
2002-04-08,170.07
2002-04-09,172.93
2002-04-10,151.78
2002-04-11,160.39
2002-04-12,158.77
2002-04-13,163.59
2002-04-14,178.35
2002-04-15,183.82
2002-04-16,210.24
2002-04-17,159.36
2002-04-18,199.11
2002-04-19,175.24
2002-04-20,178.62
2002-04-21,193.2
2002-04-22,157.35
2002-04-23,187.54
2002-04-24,183.32
2002-04-25,189.94
2002-04-26,185.96
2002-04-27,229.38
2002-04-28,167.62
2002-04-29,169.85
2002-04-30,168.1
2002-05-01,169.55
2002-05-02,168.0
2002-05-03,204.62
2002-05-04,209.35
2002-05-05,169.62
2002-05-06,164.48
2002-05-07,190.65
2002-05-08,170.27
2002-05-09,194.07
2002-05-10,185.57
2002-05-11,151.29
2002-05-12,212.65
2002-05-13,217.71
2002-05-14,169.63
2002-05-15,174.23
2002-05-16,187.79
2002-05-17,188.86
2002-05-18,195.44
2002-05-19,222.57
2002-05-20,178.92
2002-05-21,166.58
2002-05-22,155.06
2002-05-23,168.12
2002-05-24,182.17
2002-05-25,218.82
2002-05-26,172.67
2002-05-27,187.59
2002-05-28,182.89
2002-05-29,207.08
2002-05-30,233.94
2002-05-31,172.88
2002-06-01,173.8
2002-06-02,204.57
2002-06-03,197.42
2002-06-04,220.81
2002-06-05,195.65
2002-06-06,176.88
2002-06-07,195.97
2002-06-08,206.43
2002-06-09,200.76
2002-06-10,194.59
2002-06-11,205.87
2002-06-12,208.02
2002-06-13,212.37
2002-06-14,197.8
2002-06-15,181.58
2002-06-16,187.95
2002-06-17,209.24
2002-06-18,168.87
2002-06-19,192.67
2002-06-20,177.53
2002-06-21,186.06
2002-06-22,211.15
2002-06-23,189.5
2002-06-24,186.7
2002-06-25,158.67
2002-06-26,200.89
2002-06-27,198.97
2002-06-28,229.42
2002-06-29,180.09
2002-06-30,190.72
2002-07-01,191.42
2002-07-02,218.08
2002-07-03,184.72
2002-07-04,192.3
2002-07-05,198.97
2002-07-06,190.64
2002-07-07,178.08
2002-07-08,190.98
2002-07-09,208.67
2002-07-10,166.76
2002-07-11,190.04
2002-07-12,173.48
2002-07-13,211.47
2002-07-14,157.2
2002-07-15,176.58
2002-07-16,195.4
2002-07-17,219.26
2002-07-18,186.73
2002-07-19,177.04
2002-07-20,225.86
2002-07-21,159.37
2002-07-22,144.45
2002-07-23,197.32
2002-07-24,178.58
2002-07-25,168.29
2002-07-26,202.97
2002-07-27,193.78
2002-07-28,177.71
2002-07-29,163.48
2002-07-30,206.63
2002-07-31,202.28
2002-08-01,187.39
2002-08-02,226.4
2002-08-03,168.16
2002-08-04,159.15
2002-08-05,175.92
2002-08-06,188.94
2002-08-07,194.81
2002-08-08,185.21
2002-08-09,197.17
2002-08-10,165.2
2002-08-11,219.2
2002-08-12,188.77
2002-08-13,212.86
2002-08-14,197.46
2002-08-15,199.84
2002-08-16,202.19
2002-08-17,199.85
2002-08-18,203.84
2002-08-19,217.66
2002-08-20,195.11
2002-08-21,205.45
2002-08-22,189.57
2002-08-23,220.26
2002-08-24,178.03
2002-08-25,227.67
2002-08-26,190.94
2002-08-27,163.22
2002-08-28,194.5
2002-08-29,178.41
2002-08-30,208.94
2002-08-31,179.17
2002-09-01,183.39
2002-09-02,154.62
2002-09-03,183.46
2002-09-04,144.12
2002-09-05,161.01
2002-09-06,207.99
2002-09-07,208.6
2002-09-08,201.49
2002-09-09,173.73
2002-09-10,192.21
2002-09-11,193.19
2002-09-12,170.19
2002-09-13,223.52
2002-09-14,211.09
2002-09-15,189.22
2002-09-16,194.27
2002-09-17,198.0
2002-09-18,153.09
2002-09-19,189.07
2002-09-20,180.47
2002-09-21,174.18
2002-09-22,188.68
2002-09-23,230.35
2002-09-24,207.31
2002-09-25,183.16
2002-09-26,206.13
2002-09-27,222.76
2002-09-28,213.36
2002-09-29,196.16
2002-09-30,182.12
2002-10-01,209.12
2002-10-02,203.12
2002-10-03,213.25
2002-10-04,208.14
2002-10-05,216.53
2002-10-06,184.93
2002-10-07,222.07
2002-10-08,199.77
2002-10-09,237.42
2002-10-10,182.23
2002-10-11,230.82
2002-10-12,200.16
2002-10-13,183.26
2002-10-14,186.71
2002-10-15,190.08
2002-10-16,205.06
2002-10-17,207.13
2002-10-18,185.29
2002-10-19,196.37
2002-10-20,239.8
2002-10-21,231.6
2002-10-22,205.87
2002-10-23,198.0
2002-10-24,199.74
2002-10-25,209.7
2002-10-26,177.07
2002-10-27,192.47
2002-10-28,164.34
2002-10-29,205.79
2002-10-30,210.85
2002-10-31,188.34
2002-11-01,229.57
2002-11-02,173.67
2002-11-03,169.0
2002-11-04,202.87
2002-11-05,219.42
2002-11-06,232.25
2002-11-07,189.48
2002-11-08,220.33
2002-11-09,198.08
2002-11-10,195.49
2002-11-11,216.71
2002-11-12,212.18
2002-11-13,167.7
2002-11-14,228.86
2002-11-15,227.02
2002-11-16,187.0
2002-11-17,207.53
2002-11-18,209.59
2002-11-19,205.01
2002-11-20,188.89
2002-11-21,186.56
2002-11-22,199.57
2002-11-23,223.63
2002-11-24,211.15
2002-11-25,192.96
2002-11-26,215.9
2002-11-27,143.59
2002-11-28,223.63
2002-11-29,165.95
2002-11-30,193.59
2002-12-01,178.54
2002-12-02,175.14
2002-12-03,224.34
2002-12-04,191.87
2002-12-05,208.25
2002-12-06,200.47
2002-12-07,211.05
2002-12-08,203.14
2002-12-09,176.04
2002-12-10,221.72
2002-12-11,192.01
2002-12-12,170.85
2002-12-13,193.51
2002-12-14,232.18
2002-12-15,219.27
2002-12-16,195.39
2002-12-17,195.47
2002-12-18,196.12
2002-12-19,244.18
2002-12-20,210.38
2002-12-21,211.43
2002-12-22,223.53
2002-12-23,207.8
2002-12-24,197.94
2002-12-25,199.28
2002-12-26,201.87
2002-12-27,202.66
2002-12-28,218.05
2002-12-29,204.63
2002-12-30,218.34
2002-12-31,202.17
2003-01-01,205.45
2003-01-02,164.01
2003-01-03,222.39
2003-01-04,211.09
2003-01-05,224.21
2003-01-06,146.42
2003-01-07,246.21
2003-01-08,201.75
2003-01-09,226.8
2003-01-10,183.93
2003-01-11,217.08
2003-01-12,183.85
2003-01-13,192.54
2003-01-14,243.39
2003-01-15,201.39
2003-01-16,209.65
2003-01-17,222.79
2003-01-18,215.4
2003-01-19,208.59
2003-01-20,212.98
2003-01-21,253.84
2003-01-22,204.71
2003-01-23,209.98
2003-01-24,227.07
2003-01-25,228.26
2003-01-26,229.99
2003-01-27,219.11
2003-01-28,183.57
2003-01-29,239.2
2003-01-30,183.7
2003-01-31,212.77
2003-02-01,191.73
2003-02-02,205.63
2003-02-03,213.58
2003-02-04,213.52
2003-02-05,215.63
2003-02-06,239.56
2003-02-07,216.45
2003-02-08,202.59
2003-02-09,226.85
2003-02-10,231.46
2003-02-11,183.21
2003-02-12,219.8
2003-02-13,221.97
2003-02-14,202.09
2003-02-15,235.65
2003-02-16,205.23
2003-02-17,210.84
2003-02-18,204.96
2003-02-19,208.83
2003-02-20,186.69
2003-02-21,179.91
2003-02-22,240.69
2003-02-23,191.96
2003-02-24,189.17
2003-02-25,166.02
2003-02-26,196.4
2003-02-27,182.82
2003-02-28,242.21
2003-03-01,229.66
2003-03-02,195.8
2003-03-03,254.71
2003-03-04,229.39
2003-03-05,203.35
2003-03-06,159.95
2003-03-07,255.85
2003-03-08,182.34
2003-03-09,177.32
2003-03-10,230.77
2003-03-11,259.21
2003-03-12,238.2
2003-03-13,221.88
2003-03-14,222.59
2003-03-15,227.86
2003-03-16,226.07
2003-03-17,216.61
2003-03-18,213.16
2003-03-19,209.92
2003-03-20,196.19
2003-03-21,205.75
2003-03-22,177.6
2003-03-23,209.59
2003-03-24,191.88
2003-03-25,189.67
2003-03-26,215.43
2003-03-27,239.77
2003-03-28,230.39
2003-03-29,180.71
2003-03-30,192.42
2003-03-31,231.13
2003-04-01,192.76
2003-04-02,208.01
2003-04-03,223.6
2003-04-04,193.32
2003-04-05,214.89
2003-04-06,186.2
2003-04-07,200.95
2003-04-08,219.46
2003-04-09,181.3
2003-04-10,222.07
2003-04-11,212.96
2003-04-12,224.5
2003-04-13,218.02
2003-04-14,240.92
2003-04-15,216.24
2003-04-16,205.24
2003-04-17,216.37
2003-04-18,224.88
2003-04-19,215.09
2003-04-20,215.02
2003-04-21,200.26
2003-04-22,201.14
2003-04-23,186.44
2003-04-24,249.58
2003-04-25,189.8
2003-04-26,200.92
2003-04-27,200.5
2003-04-28,232.86
2003-04-29,209.16
2003-04-30,240.11
2003-05-01,201.78
2003-05-02,220.92
2003-05-03,198.73
2003-05-04,258.44
2003-05-05,191.88
2003-05-06,221.92
2003-05-07,228.49
2003-05-08,224.19
2003-05-09,212.3
2003-05-10,213.51
2003-05-11,217.07
2003-05-12,213.35
2003-05-13,235.66
2003-05-14,260.69
2003-05-15,205.43
2003-05-16,189.27
2003-05-17,215.0
2003-05-18,268.45
2003-05-19,200.88
2003-05-20,249.83
2003-05-21,250.7
2003-05-22,206.17
2003-05-23,228.71
2003-05-24,250.0
2003-05-25,209.94
2003-05-26,213.55
2003-05-27,206.08
2003-05-28,197.51
2003-05-29,204.92
2003-05-30,193.52
2003-05-31,218.77
2003-06-01,202.79
2003-06-02,222.96
2003-06-03,187.26
2003-06-04,225.09
2003-06-05,235.24
2003-06-06,178.79
2003-06-07,226.24
2003-06-08,243.4
2003-06-09,194.75
2003-06-10,252.49
2003-06-11,227.51
2003-06-12,205.13
2003-06-13,218.21
2003-06-14,230.59
2003-06-15,221.03
2003-06-16,230.38
2003-06-17,201.29
2003-06-18,223.19
2003-06-19,191.62
2003-06-20,217.76
2003-06-21,202.0
2003-06-22,205.47
2003-06-23,244.99
2003-06-24,242.19
